Month,Day,Hour,Hour_simulation,,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Feb,14,10,1066,,1,1,1.00,4.4,10.37,,135.28,0.00,22.00,,134.03,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,11,1067,,1,1,1.00,7.8,11.06,,87.25,0.00,22.00,,85.62,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,12,1068,,1,1,1.00,11.7,11.89,,33.91,0.00,22.00,,32.93,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,13,1069,,1,1,1.00,8.3,11.84,,50.75,0.00,22.00,,49.43,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,14,1070,,1,1,1.00,8.9,12.23,,34.00,0.00,22.00,,33.01,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,15,1071,,1,1,1.00,10,12.69,,13.14,0.00,22.00,,12.71,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,16,1072,,1,1,1.00,9.4,12.84,,16.94,0.00,22.00,,16.40,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,17,1073,,1,1,1.00,7.8,12.73,,39.14,0.00,22.00,,38.04,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,18,1074,,1,1,1.00,3.9,12.23,,87.15,0.00,22.00,,85.52,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,19,1075,,1,1,1.00,2.2,11.95,,113.04,0.00,22.00,,111.49,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,20,1076,,1,1,1.00,1.7,11.80,,127.17,0.00,22.00,,125.79,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,21,1077,,1,1,1.00,0.6,11.56,,145.94,0.00,22.00,,144.90,0.00,14.70,0.80,7.88,6.53,5.43
Feb,14,22,1078,,1,1,0.77,0.6,11.80,,15.85,0.00,22.00,,15.35,0.00,0.00,0.61,6.04,6.53,4.16
Feb,14,23,1079,,1,1,0.77,-0.6,11.60,,18.47,0.00,22.00,,17.91,0.00,0.00,0.61,6.04,6.53,4.16
Feb,14,24,1080,,1,1,0.77,-0.6,11.48,,19.81,0.00,22.00,,19.21,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,1,1081,,1,1,0.77,-1.7,11.27,,22.07,0.00,22.00,,21.42,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,2,1082,,1,1,0.77,-2.2,11.09,,23.67,0.00,22.00,,22.98,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,3,1083,,1,1,0.77,-4.4,10.77,,26.89,0.00,22.00,,26.13,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,4,1084,,1,1,0.77,-5,10.55,,28.56,0.00,22.00,,27.76,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,5,1085,,1,1,0.77,-5.6,10.32,,30.14,0.00,22.00,,29.31,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,6,1086,,1,1,0.77,-4.4,10.23,,29.81,0.00,22.00,,28.99,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,7,1087,,1,1,1.00,-5,9.27,,275.48,0.00,22.00,,280.89,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,8,1088,,1,1,1.00,-1.7,9.76,,225.02,0.00,22.00,,227.05,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,9,1089,,1,1,1.00,1.7,10.33,,174.98,0.00,22.00,,174.75,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,10,1090,,1,1,1.00,5.6,11.10,,115.37,0.00,22.00,,113.85,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,11,1091,,1,1,1.00,8.9,11.93,,58.60,0.00,22.00,,57.17,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,12,1092,,1,1,1.00,10.6,12.62,,17.97,0.00,22.00,,17.39,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,13,1093,,1,1,1.00,11.7,13.24,,0.00,13.04,22.18,,0.00,14.82,14.70,0.80,7.88,6.53,5.43
Feb,15,14,1094,,1,1,1.00,12.8,13.88,,0.00,44.11,22.60,,0.00,18.42,14.70,0.80,7.88,6.53,5.43
Feb,15,15,1095,,1,1,1.00,13.9,14.44,,0.00,69.81,22.95,,0.00,23.86,14.70,0.80,7.88,6.53,5.43
Feb,15,16,1096,,1,1,1.00,13.9,14.75,,0.00,77.47,23.05,,0.00,25.58,14.70,0.80,7.88,6.53,5.43
Feb,15,17,1097,,1,1,1.00,11.1,14.59,,0.00,50.83,22.69,,0.00,18.68,14.70,0.80,7.88,6.53,5.43
Feb,15,18,1098,,1,1,1.00,7.8,14.19,,0.00,6.76,22.09,,0.00,13.47,14.70,0.80,7.88,6.53,5.43
Feb,15,19,1099,,1,1,1.00,6.1,13.96,,24.10,0.00,22.00,,23.35,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,20,1100,,1,1,1.00,4.4,13.70,,54.57,0.00,22.00,,53.20,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,21,1101,,1,1,1.00,2.2,13.34,,88.67,0.00,22.00,,87.03,0.00,14.70,0.80,7.88,6.53,5.43
Feb,15,22,1102,,1,1,0.77,2.2,13.58,,7.68,0.00,22.00,,7.42,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,23,1103,,1,1,0.77,1.7,13.43,,10.34,0.00,22.00,,10.00,0.00,0.00,0.61,6.04,6.53,4.16
Feb,15,24,1104,,1,1,0.77,2.2,13.36,,11.74,0.00,22.00,,11.36,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,1,1105,,1,1,0.77,0.6,13.13,,14.96,0.00,22.00,,14.49,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,2,1106,,1,1,0.77,2.8,13.19,,14.27,0.00,22.00,,13.82,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,3,1107,,1,1,0.77,6.1,13.38,,12.05,0.00,22.00,,11.66,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,4,1108,,1,1,0.77,5.6,13.31,,13.23,0.00,22.00,,12.81,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,5,1109,,1,1,0.77,5,13.22,,14.47,0.00,22.00,,14.01,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,6,1110,,1,1,0.77,6.1,13.27,,13.95,0.00,22.00,,13.50,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,7,1111,,1,1,1.00,5,12.75,,150.10,0.00,22.00,,149.15,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,8,1112,,1,1,1.00,6.7,13.11,,119.93,0.00,22.00,,118.45,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,9,1113,,1,1,1.00,7.2,13.25,,108.93,0.00,22.00,,107.35,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,10,1114,,1,1,1.00,10,13.72,,75.98,0.00,22.00,,74.39,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,11,1115,,1,1,1.00,11.1,14.15,,48.66,0.00,22.00,,47.39,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,12,1116,,1,1,1.00,14.4,15.04,,0.00,8.87,22.12,,0.00,15.53,14.70,0.80,7.88,6.53,5.43
Feb,16,13,1117,,1,1,1.00,16.7,15.72,,0.00,46.41,22.63,,0.00,20.73,14.70,0.80,7.88,6.53,5.43
Feb,16,14,1118,,1,1,1.00,17.2,16.20,,0.00,69.36,22.94,,0.00,26.05,14.70,0.80,7.88,6.53,5.43
Feb,16,15,1119,,1,1,1.00,18.3,16.78,,0.00,99.77,23.36,,0.00,35.26,14.70,0.80,7.88,6.53,5.43
Feb,16,16,1120,,1,1,1.00,15,16.60,,0.00,74.52,23.01,,0.00,25.69,14.70,0.80,7.88,6.53,5.43
Feb,16,17,1121,,1,1,1.00,11.1,16.25,,0.00,37.49,22.51,,0.00,16.77,14.70,0.80,7.88,6.53,5.43
Feb,16,18,1122,,1,1,1.00,8.9,15.96,,0.00,5.40,22.07,,0.00,13.76,14.70,0.80,7.88,6.53,5.43
Feb,16,19,1123,,1,1,1.00,5.6,15.52,,38.50,0.00,22.00,,37.41,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,20,1124,,1,1,1.00,4.4,15.27,,63.22,0.00,22.00,,61.73,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,21,1125,,1,1,1.00,4.4,15.15,,75.44,0.00,22.00,,73.85,0.00,14.70,0.80,7.88,6.53,5.43
Feb,16,22,1126,,1,1,0.77,4.4,15.38,,6.39,0.00,22.00,,6.17,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,23,1127,,1,1,0.77,3.9,15.24,,8.72,0.00,22.00,,8.43,0.00,0.00,0.61,6.04,6.53,4.16
Feb,16,24,1128,,1,1,0.77,2.2,15.00,,12.06,0.00,22.00,,11.67,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,1,1129,,1,1,0.77,4.4,15.05,,11.40,0.00,22.00,,11.03,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,2,1130,,1,1,0.77,1.7,14.74,,15.28,0.00,22.00,,14.80,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,3,1131,,1,1,0.77,-0.6,14.41,,18.85,0.00,22.00,,18.27,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,4,1132,,1,1,0.77,0.6,14.34,,18.91,0.00,22.00,,18.34,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,5,1133,,1,1,0.77,0.6,14.19,,19.91,0.00,22.00,,19.31,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,6,1134,,1,1,0.77,2.2,14.18,,19.15,0.00,22.00,,18.57,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,7,1135,,1,1,1.00,1.1,13.33,,195.03,0.00,22.00,,195.58,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,8,1136,,1,1,1.00,3.3,13.65,,160.97,0.00,22.00,,160.31,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,9,1137,,1,1,1.00,9.4,14.46,,94.43,0.00,22.00,,92.79,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,10,1138,,1,1,1.00,10,14.63,,83.05,0.00,22.00,,81.42,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,11,1139,,1,1,1.00,11.1,14.92,,63.48,0.00,22.00,,61.99,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,12,1140,,1,1,1.00,13.3,15.33,,37.66,0.00,22.00,,36.59,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,13,1141,,1,1,1.00,15,15.98,,0.00,3.13,22.04,,0.00,15.61,14.70,0.80,7.88,6.53,5.43
Feb,17,14,1142,,1,1,1.00,16.1,16.42,,0.00,24.41,22.33,,0.00,17.22,14.70,0.80,7.88,6.53,5.43
Feb,17,15,1143,,1,1,1.00,16.7,16.80,,0.00,41.74,22.57,,0.00,19.90,14.70,0.80,7.88,6.53,5.43
Feb,17,16,1144,,1,1,1.00,15.6,16.97,,0.00,43.82,22.60,,0.00,19.71,14.70,0.80,7.88,6.53,5.43
Feb,17,17,1145,,1,1,1.00,15,17.03,,0.00,38.23,22.52,,0.00,18.53,14.70,0.80,7.88,6.53,5.43
Feb,17,18,1146,,1,1,1.00,12.8,16.82,,0.00,13.10,22.18,,0.00,15.18,14.70,0.80,7.88,6.53,5.43
Feb,17,19,1147,,1,1,1.00,4.4,15.79,,72.00,0.00,22.00,,70.43,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,20,1148,,1,1,1.00,1.7,15.31,,108.45,0.00,22.00,,106.86,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,21,1149,,1,1,1.00,10,16.19,,41.28,0.00,22.00,,40.14,0.00,14.70,0.80,7.88,6.53,5.43
Feb,17,22,1150,,1,1,0.77,8.9,16.21,,4.13,0.00,22.00,,3.99,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,23,1151,,1,1,0.77,10,16.27,,4.12,0.00,22.00,,3.98,0.00,0.00,0.61,6.04,6.53,4.16
Feb,17,24,1152,,1,1,0.77,10.6,16.32,,4.37,0.00,22.00,,4.22,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,1,1153,,1,1,0.77,9.4,16.22,,6.27,0.00,22.00,,6.06,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,2,1154,,1,1,0.77,8.9,16.16,,7.48,0.00,22.00,,7.23,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,3,1155,,1,1,0.77,7.2,15.99,,9.85,0.00,22.00,,9.53,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,4,1156,,1,1,0.77,9.4,16.12,,8.34,0.00,22.00,,8.07,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,5,1157,,1,1,0.77,8.3,16.01,,9.88,0.00,22.00,,9.55,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,6,1158,,1,1,0.77,5.6,15.75,,13.08,0.00,22.00,,12.66,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,7,1159,,1,1,1.00,3.3,14.88,,159.29,0.00,22.00,,158.58,0.00,14.70,0.80,7.88,6.53,5.43
Feb,18,8,1160,,1,1,1.00,8.3,15.67,,92.16,0.00,22.00,,90.52,0.00,14.70,0.80,7.88,6.53,5.43
Feb,18,9,1161,,1,1,1.00,12.8,16.50,,30.24,0.00,22.00,,29.34,0.00,14.70,0.80,7.88,6.53,5.43
Feb,18,10,1162,,1,1,1.00,13.9,16.98,,1.15,0.00,22.00,,1.11,0.00,14.70,0.80,7.88,6.53,5.43
Feb,18,11,1163,,1,1,1.00,13.9,17.31,,0.00,14.25,22.19,,0.00,15.61,14.70,0.80,7.88,6.53,5.43
Feb,18,12,1164,,1,1,1.00,14.4,17.80,,0.00,41.92,22.57,,0.00,18.82,14.70,0.80,7.88,6.53,5.43
Feb,18,13,1165,,1,1,1.00,13.9,18.01,,0.00,48.71,22.66,,0.00,19.70,14.70,0.80,7.88,6.53,5.43
Feb,18,14,1166,,1,1,1.00,14.4,18.35,,0.00,65.00,22.88,,0.00,23.15,14.70,0.80,7.88,6.53,5.43
Feb,18,15,1167,,1,1,1.00,14.4,18.68,,0.00,81.46,23.11,,0.00,26.89,14.70,0.80,7.88,6.53,5.43
Feb,18,16,1168,,1,1,1.00,11.7,18.51,,0.00,60.65,22.83,,0.00,20.68,14.70,0.80,7.88,6.53,5.43
Feb,18,17,1169,,1,1,1.00,8.9,18.14,,0.00,26.37,22.36,,0.00,14.80,14.70,0.80,7.88,6.53,5.43
Feb,18,18,1170,,1,1,1.00,8.9,18.04,,0.00,11.51,22.16,,0.00,13.91,14.70,0.80,7.88,6.53,5.43
Feb,18,19,1171,,1,1,1.00,7.2,17.75,,17.50,0.00,22.00,,16.94,0.00,14.70,0.80,7.88,6.53,5.43
Feb,18,20,1172,,1,1,1.00,4.4,17.28,,57.25,0.00,22.00,,55.84,0.00,14.70,0.80,7.88,6.53,5.43
Feb,18,21,1173,,1,1,1.00,3.9,17.05,,74.99,0.00,22.00,,73.40,0.00,14.70,0.80,7.88,6.53,5.43
Feb,18,22,1174,,1,1,0.77,3.3,17.29,,6.76,0.00,22.00,,6.53,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,23,1175,,1,1,0.77,3.3,17.14,,8.79,0.00,22.00,,8.50,0.00,0.00,0.61,6.04,6.53,4.16
Feb,18,24,1176,,1,1,0.77,2.8,16.95,,11.05,0.00,22.00,,10.69,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,1,1177,,1,1,0.77,3.3,16.84,,12.10,0.00,22.00,,11.71,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,2,1178,,1,1,0.77,2.8,16.65,,13.91,0.00,22.00,,13.47,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,3,1179,,1,1,0.77,2.8,16.50,,15.09,0.00,22.00,,14.61,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,4,1180,,1,1,0.77,1.7,16.26,,17.21,0.00,22.00,,16.68,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,5,1181,,1,1,0.77,1.1,16.05,,18.80,0.00,22.00,,18.22,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,6,1182,,1,1,0.77,-0.6,15.74,,21.42,0.00,22.00,,20.78,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,7,1183,,1,1,1.00,-2.2,14.54,,224.73,0.00,22.00,,226.74,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,8,1184,,1,1,1.00,0.6,14.84,,185.87,0.00,22.00,,186.05,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,9,1185,,1,1,1.00,2.2,14.99,,162.23,0.00,22.00,,161.60,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,10,1186,,1,1,1.00,4.4,15.36,,126.01,0.00,22.00,,124.61,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,11,1187,,1,1,1.00,6.7,15.90,,80.60,0.00,22.00,,78.98,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,12,1188,,1,1,1.00,7.2,16.23,,56.36,0.00,22.00,,54.96,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,13,1189,,1,1,1.00,6.7,16.19,,62.41,0.00,22.00,,60.93,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,14,1190,,1,1,1.00,4.4,15.87,,87.60,0.00,22.00,,85.96,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,15,1191,,1,1,1.00,4.4,15.80,,92.14,0.00,22.00,,90.50,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,16,1192,,1,1,1.00,5.6,16.01,,75.41,0.00,22.00,,73.82,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,17,1193,,1,1,1.00,4.4,15.81,,90.57,0.00,22.00,,88.93,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,18,1194,,1,1,1.00,2.2,15.36,,122.16,0.00,22.00,,120.71,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,19,1195,,1,1,1.00,0.6,14.98,,145.41,0.00,22.00,,144.36,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,20,1196,,1,1,1.00,0,14.70,,158.98,0.00,22.00,,158.26,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,21,1197,,1,1,1.00,-1.1,14.35,,176.48,0.00,22.00,,176.31,0.00,14.70,0.80,7.88,6.53,5.43
Feb,19,22,1198,,1,1,0.77,-1.1,14.70,,19.93,0.00,22.00,,19.33,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,23,1199,,1,1,0.77,-1.7,14.47,,21.78,0.00,22.00,,21.14,0.00,0.00,0.61,6.04,6.53,4.16
Feb,19,24,1200,,1,1,0.77,-1.1,14.33,,22.31,0.00,22.00,,21.65,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,1,1201,,1,1,0.77,-1.1,14.15,,23.24,0.00,22.00,,22.56,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,2,1202,,1,1,0.77,-1.7,13.92,,24.64,0.00,22.00,,23.93,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,3,1203,,1,1,0.77,-1.1,13.79,,24.78,0.00,22.00,,24.07,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,4,1204,,1,1,0.77,-1.7,13.57,,25.98,0.00,22.00,,25.24,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,5,1205,,1,1,0.77,-2.2,13.35,,27.06,0.00,22.00,,26.29,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,6,1206,,1,1,0.77,-3.9,13.03,,29.31,0.00,22.00,,28.50,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,7,1207,,1,1,1.00,-3.3,12.08,,258.75,0.00,22.00,,262.92,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,8,1208,,1,1,1.00,-2.2,12.31,,224.49,0.00,22.00,,226.50,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,9,1209,,1,1,1.00,0,12.66,,185.87,0.00,22.00,,186.04,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,10,1210,,1,1,1.00,3.3,13.29,,130.80,0.00,22.00,,129.47,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,11,1211,,1,1,1.00,4.4,13.73,,96.52,0.00,22.00,,94.88,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,12,1212,,1,1,1.00,5.6,14.22,,62.37,0.00,22.00,,60.89,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,13,1213,,1,1,1.00,6.1,14.61,,39.15,0.00,22.00,,38.05,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,14,1214,,1,1,1.00,6.7,14.94,,22.58,0.00,22.00,,21.87,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,15,1215,,1,1,1.00,6.7,15.15,,16.82,0.00,22.00,,16.27,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,16,1216,,1,1,1.00,6.1,15.07,,32.86,0.00,22.00,,31.90,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,17,1217,,1,1,1.00,5.6,14.99,,47.15,0.00,22.00,,45.90,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,18,1218,,1,1,1.00,3.3,14.58,,82.89,0.00,22.00,,81.26,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,19,1219,,1,1,1.00,2.8,14.39,,99.14,0.00,22.00,,97.51,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,20,1220,,1,1,1.00,2.2,14.18,,115.02,0.00,22.00,,113.48,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,21,1221,,1,1,1.00,1.7,13.97,,128.88,0.00,22.00,,127.52,0.00,14.70,0.80,7.88,6.53,5.43
Feb,20,22,1222,,1,1,0.77,1.1,14.19,,14.22,0.00,22.00,,13.77,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,23,1223,,1,1,0.77,1.1,14.05,,15.74,0.00,22.00,,15.25,0.00,0.00,0.61,6.04,6.53,4.16
Feb,20,24,1224,,1,1,0.77,0.6,13.88,,17.56,0.00,22.00,,17.02,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,1,1225,,1,1,0.77,0,13.69,,19.35,0.00,22.00,,18.76,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,2,1226,,1,1,0.77,-1.1,13.45,,21.54,0.00,22.00,,20.90,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,3,1227,,1,1,0.77,-1.7,13.24,,23.18,0.00,22.00,,22.50,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,4,1228,,1,1,0.77,-2.8,12.98,,25.24,0.00,22.00,,24.51,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,5,1229,,1,1,0.77,-4.4,12.66,,27.77,0.00,22.00,,26.99,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,6,1230,,1,1,0.77,-5,12.40,,29.32,0.00,22.00,,28.51,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,7,1231,,1,1,1.00,-4.4,11.41,,264.52,0.00,22.00,,269.11,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,8,1232,,1,1,1.00,-2.2,11.72,,224.95,0.00,22.00,,226.98,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,9,1233,,1,1,1.00,-3.3,11.39,,237.10,0.00,22.00,,239.84,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,10,1234,,1,1,1.00,-2.2,11.38,,225.13,0.00,22.00,,227.17,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,11,1235,,1,1,1.00,-1.1,11.42,,210.36,0.00,22.00,,211.62,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,12,1236,,1,1,1.00,0,11.53,,193.44,0.00,22.00,,193.93,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,13,1237,,1,1,1.00,0.6,11.58,,182.18,0.00,22.00,,182.21,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,14,1238,,1,1,1.00,0.6,11.55,,178.09,0.00,22.00,,177.97,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,15,1239,,1,1,1.00,0,11.43,,182.06,0.00,22.00,,182.09,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,16,1240,,1,1,1.00,0,11.33,,183.27,0.00,22.00,,183.35,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,17,1241,,1,1,1.00,-0.6,11.14,,192.02,0.00,22.00,,192.44,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,18,1242,,1,1,1.00,-2.2,10.78,,211.40,0.00,22.00,,212.71,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,19,1243,,1,1,1.00,-2.8,10.54,,221.06,0.00,22.00,,222.87,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,20,1244,,1,1,1.00,-3.3,10.29,,229.54,0.00,22.00,,231.83,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,21,1245,,1,1,1.00,-2.2,10.25,,222.71,0.00,22.00,,224.61,0.00,14.70,0.80,7.88,6.53,5.43
Feb,21,22,1246,,1,1,0.77,-3.3,10.43,,27.69,0.00,22.00,,26.92,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,23,1247,,1,1,0.77,-4.4,10.20,,29.51,0.00,22.00,,28.69,0.00,0.00,0.61,6.04,6.53,4.16
Feb,21,24,1248,,1,1,0.77,-5,9.98,,30.82,0.00,22.00,,29.98,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,1,1249,,1,1,0.77,-5.6,9.76,,32.09,0.00,22.00,,31.23,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,2,1250,,1,1,0.77,-7.8,9.40,,34.95,0.00,22.00,,34.03,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,3,1251,,1,1,0.77,-7.2,9.24,,35.08,0.00,22.00,,34.17,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,4,1252,,1,1,0.77,-6.7,9.08,,35.17,0.00,22.00,,34.25,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,5,1253,,1,1,0.77,-6.7,8.90,,35.63,0.00,22.00,,34.70,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,6,1254,,1,1,0.77,-7.2,8.67,,36.54,0.00,22.00,,35.60,0.00,0.00,0.61,6.04,6.53,4.16
Feb,22,7,1255,,1,1,1.00,-6.7,7.77,,312.10,0.00,22.00,,320.69,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,8,1256,,1,1,1.00,-6.7,7.73,,298.63,0.00,22.00,,305.98,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,9,1257,,1,1,1.00,-6.1,7.64,,290.05,0.00,22.00,,296.65,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,10,1258,,1,1,1.00,-5,7.66,,275.62,0.00,22.00,,281.05,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,11,1259,,1,1,1.00,-3.9,7.71,,259.66,0.00,22.00,,263.90,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,12,1260,,1,1,1.00,-3.9,7.67,,253.55,0.00,22.00,,257.36,0.00,14.70,0.80,7.88,6.53,5.43
Feb,22,13,1261,,1,1,1.00,-3.9,7.65,,246.37,0.00,22.00,,249.69,0.00,14.70,0.80,7.88,6.53,5.43
