Month,Day,Hour,Hour_simulation,Unnamed: 4,"Day_type(0,1)","Building_opening_hours(0,1)","Building_use_intensity(0,1)",External temperture (ºC),Indoor_temperature.FF_θair(ºC) ,Unnamed: 10,Heating_thermal_load(kW),Cooling_thermal_load(kW),Indoor_temperature.Set-point_θair(ºC) ,Unnamed: 14,Energy_Heating(kW),Energy_Cooling(kW),Energy_Ventilation(kW),Hot_water(kW),Lighting(kW),Building_background/standby(kW),Others(kW)
Jul,27,19,4987,,1,1,1.0,25.6,28.07,,0.0,121.99,24.0,,0.0,27.5,14.7,0.8,7.88,6.53,4.91
Jul,27,20,4988,,1,1,1.0,23.9,27.93,,0.0,102.46,24.0,,0.0,22.09,14.7,0.8,7.88,6.53,4.91
Jul,27,21,4989,,1,1,1.0,21.7,27.7,,0.0,78.49,24.0,,0.0,15.97,14.7,0.8,7.88,6.53,4.91
Jul,27,22,4990,,1,1,0.77,19.4,27.61,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,27,23,4991,,1,1,0.77,18.9,27.53,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,27,24,4992,,1,1,0.77,18.3,27.42,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,1,4993,,1,1,0.77,17.2,27.27,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,2,4994,,1,1,0.77,16.1,27.1,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,3,4995,,1,1,0.77,15.6,26.96,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,4,4996,,1,1,0.77,15.0,26.81,,0.0,0.0,23.99,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,5,4997,,1,1,0.77,14.4,26.65,,0.0,0.0,23.88,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,6,4998,,1,1,0.77,16.7,26.73,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,7,4999,,1,1,1.0,19.4,26.55,,0.0,1.07,24.0,,0.0,0.21,14.7,0.8,7.88,6.53,4.91
Jul,28,8,5000,,1,1,1.0,22.2,27.1,,0.0,46.04,24.0,,0.0,9.49,14.7,0.8,7.88,6.53,4.91
Jul,28,9,5001,,1,1,1.0,25.6,27.67,,0.0,87.67,24.0,,0.0,19.76,14.7,0.8,7.88,6.53,4.91
Jul,28,10,5002,,1,1,1.0,27.8,28.21,,0.0,121.74,24.0,,0.0,28.96,14.7,0.8,7.88,6.53,4.91
Jul,28,11,5003,,1,1,1.0,29.4,28.71,,0.0,149.28,24.0,,0.0,37.01,14.7,0.8,7.88,6.53,4.91
Jul,28,12,5004,,1,1,1.0,30.0,29.04,,0.0,161.98,24.0,,0.0,40.8,14.7,0.8,7.88,6.53,4.91
Jul,28,13,5005,,1,1,1.0,31.1,29.48,,0.0,181.56,24.0,,0.0,46.96,14.7,0.8,7.88,6.53,4.91
Jul,28,14,5006,,1,1,1.0,31.1,29.78,,0.0,188.58,24.0,,0.0,48.77,14.7,0.8,7.88,6.53,4.91
Jul,28,15,5007,,1,1,1.0,31.1,30.05,,0.0,193.44,24.0,,0.0,49.14,14.7,0.8,7.88,6.53,4.91
Jul,28,16,5008,,1,1,1.0,31.7,30.35,,0.0,200.34,24.0,,0.0,49.87,14.7,0.8,7.88,6.53,4.91
Jul,28,17,5009,,1,1,1.0,31.1,30.49,,0.0,194.86,24.0,,0.0,49.14,14.7,0.8,7.88,6.53,4.91
Jul,28,18,5010,,1,1,1.0,30.0,30.54,,0.0,183.8,24.0,,0.0,46.3,14.7,0.8,7.88,6.53,4.91
Jul,28,19,5011,,1,1,1.0,28.3,30.46,,0.0,164.86,24.0,,0.0,39.72,14.7,0.8,7.88,6.53,4.91
Jul,28,20,5012,,1,1,1.0,25.0,30.13,,0.0,129.62,24.0,,0.0,28.8,14.7,0.8,7.88,6.53,4.91
Jul,28,21,5013,,1,1,1.0,23.9,30.01,,0.0,114.3,24.0,,0.0,24.64,14.7,0.8,7.88,6.53,4.91
Jul,28,22,5014,,1,1,0.77,24.4,30.16,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,23,5015,,1,1,0.77,22.8,30.03,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,28,24,5016,,1,1,0.77,21.1,29.86,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,1,5017,,1,1,0.77,19.4,29.67,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,2,5018,,1,1,0.77,18.3,29.49,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,3,5019,,1,1,0.77,16.7,29.26,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,4,5020,,1,1,0.77,16.7,29.13,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,5,5021,,1,1,0.77,16.7,29.01,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,6,5022,,1,1,0.77,16.7,28.9,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,7,5023,,1,1,1.0,20.0,28.65,,0.0,16.74,24.0,,0.0,3.26,14.7,0.8,7.88,6.53,4.91
Jul,29,8,5024,,1,1,1.0,23.3,29.22,,0.0,64.98,24.0,,0.0,13.78,14.7,0.8,7.88,6.53,4.91
Jul,29,9,5025,,1,1,1.0,26.7,29.76,,0.0,105.51,24.0,,0.0,24.42,14.7,0.8,7.88,6.53,4.91
Jul,29,10,5026,,1,1,1.0,29.4,30.34,,0.0,144.08,24.0,,0.0,35.72,14.7,0.8,7.88,6.53,4.91
Jul,29,11,5027,,1,1,1.0,31.1,30.81,,0.0,170.49,24.0,,0.0,44.09,14.7,0.8,7.88,6.53,4.91
Jul,29,12,5028,,1,1,1.0,32.2,31.21,,0.0,188.7,24.0,,0.0,50.14,14.7,0.8,7.88,6.53,4.91
Jul,29,13,5029,,1,1,1.0,33.3,31.63,,0.0,207.18,24.0,,0.0,51.92,14.7,0.8,7.88,6.53,4.91
Jul,29,14,5030,,1,1,1.0,33.3,31.99,,0.0,219.29,24.0,,0.0,51.92,14.7,0.8,7.88,6.53,4.91
Jul,29,15,5031,,1,1,1.0,33.3,32.25,,0.0,222.49,24.0,,0.0,51.92,14.7,0.8,7.88,6.53,4.91
Jul,29,16,5032,,1,1,1.0,32.8,32.42,,0.0,220.25,24.0,,0.0,51.26,14.7,0.8,7.88,6.53,4.91
Jul,29,17,5033,,1,1,1.0,32.8,32.62,,0.0,219.93,24.0,,0.0,51.26,14.7,0.8,7.88,6.53,4.91
Jul,29,18,5034,,1,1,1.0,30.6,32.52,,0.0,198.45,24.0,,0.0,48.55,14.7,0.8,7.88,6.53,4.91
Jul,29,19,5035,,1,1,1.0,28.9,32.41,,0.0,178.42,24.0,,0.0,43.66,14.7,0.8,7.88,6.53,4.91
Jul,29,20,5036,,1,1,1.0,23.3,31.75,,0.0,120.79,24.0,,0.0,25.62,14.7,0.8,7.88,6.53,4.91
Jul,29,21,5037,,1,1,1.0,21.7,31.48,,0.0,98.91,24.0,,0.0,20.12,14.7,0.8,7.88,6.53,4.91
Jul,29,22,5038,,1,1,0.77,23.3,31.82,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,23,5039,,1,1,0.77,22.2,31.68,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,29,24,5040,,1,1,0.77,20.6,31.48,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,1,5041,,1,1,0.77,20.6,31.38,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,2,5042,,1,1,0.77,19.4,31.19,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,3,5043,,1,1,0.77,20.0,31.13,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,4,5044,,1,1,0.77,18.3,30.89,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,5,5045,,1,1,0.77,17.2,30.67,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,6,5046,,1,1,0.77,19.4,30.72,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,7,5047,,1,1,1.0,22.2,30.46,,0.0,41.56,24.0,,0.0,8.56,14.7,0.8,7.88,6.53,4.91
Jul,30,8,5048,,1,1,1.0,25.6,31.05,,0.0,90.86,24.0,,0.0,20.48,14.7,0.8,7.88,6.53,4.91
Jul,30,9,5049,,1,1,1.0,28.9,31.57,,0.0,129.17,24.0,,0.0,31.61,14.7,0.8,7.88,6.53,4.91
Jul,30,10,5050,,1,1,1.0,31.7,32.14,,0.0,167.3,24.0,,0.0,43.91,14.7,0.8,7.88,6.53,4.91
Jul,30,11,5051,,1,1,1.0,32.8,32.52,,0.0,187.1,24.0,,0.0,50.47,14.7,0.8,7.88,6.53,4.91
Jul,30,12,5052,,1,1,1.0,32.2,32.74,,0.0,193.51,24.0,,0.0,50.49,14.7,0.8,7.88,6.53,4.91
Jul,30,13,5053,,1,1,1.0,22.8,31.8,,0.0,113.96,24.0,,0.0,23.85,14.7,0.8,7.88,6.53,4.91
Jul,30,14,5054,,1,1,1.0,27.8,32.52,,0.0,165.32,24.0,,0.0,39.33,14.7,0.8,7.88,6.53,4.91
Jul,30,15,5055,,1,1,1.0,30.0,32.94,,0.0,189.09,24.0,,0.0,47.63,14.7,0.8,7.88,6.53,4.91
Jul,30,16,5056,,1,1,1.0,28.3,32.81,,0.0,170.04,24.0,,0.0,40.97,14.7,0.8,7.88,6.53,4.91
Jul,30,17,5057,,1,1,1.0,27.8,32.83,,0.0,163.84,24.0,,0.0,38.98,14.7,0.8,7.88,6.53,4.91
Jul,30,18,5058,,1,1,1.0,26.7,32.73,,0.0,150.82,24.0,,0.0,34.91,14.7,0.8,7.88,6.53,4.91
Jul,30,19,5059,,1,1,1.0,26.1,32.65,,0.0,140.05,24.0,,0.0,31.95,14.7,0.8,7.88,6.53,4.91
Jul,30,20,5060,,1,1,1.0,24.4,32.42,,0.0,119.5,24.0,,0.0,26.12,14.7,0.8,7.88,6.53,4.91
Jul,30,21,5061,,1,1,1.0,22.2,32.09,,0.0,94.12,24.0,,0.0,19.39,14.7,0.8,7.88,6.53,4.91
Jul,30,22,5062,,1,1,0.77,20.6,32.17,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,23,5063,,1,1,0.77,20.0,32.01,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,30,24,5064,,1,1,0.77,18.9,31.8,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,1,5065,,1,1,0.77,18.3,31.62,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,2,5066,,1,1,0.77,17.8,31.44,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,3,5067,,1,1,0.77,17.2,31.24,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,4,5068,,1,1,0.77,16.1,31.0,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,5,5069,,1,1,0.77,15.6,30.79,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,6,5070,,1,1,0.77,16.7,30.72,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,7,5071,,1,1,1.0,18.3,30.12,,2.56,0.0,23.96,,0.72,0.0,14.7,0.8,7.88,6.53,4.91
Jul,31,8,5072,,1,1,1.0,20.6,30.49,,0.0,35.02,24.0,,0.0,6.93,14.7,0.8,7.88,6.53,4.91
Jul,31,9,5073,,1,1,1.0,22.8,30.78,,0.0,63.43,24.0,,0.0,13.28,14.7,0.8,7.88,6.53,4.91
Jul,31,10,5074,,1,1,1.0,25.0,31.14,,0.0,93.35,24.0,,0.0,20.74,14.7,0.8,7.88,6.53,4.91
Jul,31,11,5075,,1,1,1.0,26.7,31.51,,0.0,120.71,24.0,,0.0,27.94,14.7,0.8,7.88,6.53,4.91
Jul,31,12,5076,,1,1,1.0,28.9,31.95,,0.0,150.02,24.0,,0.0,36.71,14.7,0.8,7.88,6.53,4.91
Jul,31,13,5077,,1,1,1.0,30.6,32.36,,0.0,174.19,24.0,,0.0,44.51,14.7,0.8,7.88,6.53,4.91
Jul,31,14,5078,,1,1,1.0,32.8,32.88,,0.0,203.66,24.0,,0.0,51.26,14.7,0.8,7.88,6.53,4.91
Jul,31,15,5079,,1,1,1.0,33.3,33.2,,0.0,215.59,24.0,,0.0,51.92,14.7,0.8,7.88,6.53,4.91
Jul,31,16,5080,,1,1,1.0,33.9,33.46,,0.0,222.25,24.0,,0.0,52.73,14.7,0.8,7.88,6.53,4.91
Jul,31,17,5081,,1,1,1.0,30.6,33.26,,0.0,194.39,24.0,,0.0,48.55,14.7,0.8,7.88,6.53,4.91
Jul,31,18,5082,,1,1,1.0,30.6,33.36,,0.0,191.72,24.0,,0.0,48.55,14.7,0.8,7.88,6.53,4.91
Jul,31,19,5083,,1,1,1.0,28.9,33.23,,0.0,172.83,24.0,,0.0,42.29,14.7,0.8,7.88,6.53,4.91
Jul,31,20,5084,,1,1,1.0,26.7,32.98,,0.0,147.98,24.0,,0.0,34.26,14.7,0.8,7.88,6.53,4.91
Jul,31,21,5085,,1,1,1.0,24.4,32.68,,0.0,121.92,24.0,,0.0,26.65,14.7,0.8,7.88,6.53,4.91
Jul,31,22,5086,,1,1,0.77,23.5,32.77,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,23,5087,,1,1,0.77,22.7,32.64,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Jul,31,24,5088,,1,1,0.77,21.8,32.49,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,1,5089,,1,1,0.77,20.9,32.32,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,2,5090,,1,1,0.77,20.0,32.14,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,3,5091,,1,1,0.77,19.2,31.96,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,4,5092,,1,1,0.77,18.3,31.76,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,5,5093,,1,1,0.77,19.4,31.7,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,6,5094,,1,1,0.77,17.8,31.45,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,7,5095,,1,1,1.0,20.6,31.04,,0.0,26.83,24.0,,0.0,5.31,14.7,0.8,7.88,6.53,4.91
Aug,1,8,5096,,1,1,1.0,20.0,31.03,,0.0,35.05,24.0,,0.0,6.83,14.7,0.8,7.88,6.53,4.91
Aug,1,9,5097,,1,1,1.0,21.7,31.17,,0.0,53.56,24.0,,0.0,10.9,14.7,0.8,7.88,6.53,4.91
Aug,1,10,5098,,1,1,1.0,21.7,31.23,,0.0,62.89,24.0,,0.0,12.79,14.7,0.8,7.88,6.53,4.91
Aug,1,11,5099,,1,1,1.0,26.1,31.82,,0.0,111.07,24.0,,0.0,25.34,14.7,0.8,7.88,6.53,4.91
Aug,1,12,5100,,1,1,1.0,27.0,32.05,,0.0,127.1,24.0,,0.0,29.64,14.7,0.8,7.88,6.53,4.91
Aug,1,13,5101,,1,1,1.0,28.0,32.32,,0.0,144.21,24.0,,0.0,34.48,14.7,0.8,7.88,6.53,4.91
Aug,1,14,5102,,1,1,1.0,28.0,32.52,,0.0,154.26,24.0,,0.0,36.89,14.7,0.8,7.88,6.53,4.91
Aug,1,15,5103,,1,1,1.0,29.0,32.73,,0.0,163.73,24.0,,0.0,40.17,14.7,0.8,7.88,6.53,4.91
Aug,1,16,5104,,1,1,1.0,29.0,32.78,,0.0,161.2,24.0,,0.0,39.55,14.7,0.8,7.88,6.53,4.91
Aug,1,17,5105,,1,1,1.0,26.1,32.5,,0.0,134.65,24.0,,0.0,30.72,14.7,0.8,7.88,6.53,4.91
Aug,1,18,5106,,1,1,1.0,19.0,31.62,,0.0,66.55,24.0,,0.0,12.61,14.7,0.8,7.88,6.53,4.91
Aug,1,19,5107,,1,1,1.0,20.0,31.6,,0.0,69.74,24.0,,0.0,13.59,14.7,0.8,7.88,6.53,4.91
Aug,1,20,5108,,1,1,1.0,18.0,31.2,,0.0,44.58,24.0,,0.0,8.22,14.7,0.8,7.88,6.53,4.91
Aug,1,21,5109,,1,1,1.0,18.0,31.02,,0.0,38.56,24.0,,0.0,7.11,14.7,0.8,7.88,6.53,4.91
Aug,1,22,5110,,1,1,0.77,19.0,31.4,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,23,5111,,1,1,0.77,17.8,31.17,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,1,24,5112,,1,1,0.77,19.0,31.13,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,1,5113,,1,1,0.77,19.0,31.01,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,2,5114,,1,1,0.77,18.3,30.84,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,3,5115,,1,1,0.77,17.2,30.62,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,4,5116,,1,1,0.77,17.2,30.48,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,5,5117,,1,1,0.77,17.8,30.39,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,6,5118,,1,1,0.77,18.9,30.36,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,7,5119,,1,1,1.0,20.0,29.89,,0.0,11.57,24.0,,0.0,2.26,14.7,0.8,7.88,6.53,4.91
Aug,2,8,5120,,1,1,1.0,22.8,30.36,,0.0,55.2,24.0,,0.0,11.55,14.7,0.8,7.88,6.53,4.91
Aug,2,9,5121,,1,1,1.0,24.4,30.64,,0.0,79.65,24.0,,0.0,17.41,14.7,0.8,7.88,6.53,4.91
Aug,2,10,5122,,1,1,1.0,26.7,31.06,,0.0,111.21,24.0,,0.0,25.74,14.7,0.8,7.88,6.53,4.91
Aug,2,11,5123,,1,1,1.0,27.2,31.27,,0.0,124.45,24.0,,0.0,29.17,14.7,0.8,7.88,6.53,4.91
Aug,2,12,5124,,1,1,1.0,28.9,31.64,,0.0,148.03,24.0,,0.0,36.22,14.7,0.8,7.88,6.53,4.91
Aug,2,13,5125,,1,1,1.0,30.6,32.06,,0.0,172.13,24.0,,0.0,43.98,14.7,0.8,7.88,6.53,4.91
Aug,2,14,5126,,1,1,1.0,30.0,32.21,,0.0,174.6,24.0,,0.0,43.98,14.7,0.8,7.88,6.53,4.91
Aug,2,15,5127,,1,1,1.0,21.7,31.23,,0.0,93.52,24.0,,0.0,19.02,14.7,0.8,7.88,6.53,4.91
Aug,2,16,5128,,1,1,1.0,22.8,31.3,,0.0,99.16,24.0,,0.0,20.76,14.7,0.8,7.88,6.53,4.91
Aug,2,17,5129,,1,1,1.0,22.8,31.25,,0.0,94.81,24.0,,0.0,19.85,14.7,0.8,7.88,6.53,4.91
Aug,2,18,5130,,1,1,1.0,25.6,31.56,,0.0,118.33,24.0,,0.0,26.67,14.7,0.8,7.88,6.53,4.91
Aug,2,19,5131,,1,1,1.0,22.2,31.14,,0.0,84.94,24.0,,0.0,17.5,14.7,0.8,7.88,6.53,4.91
Aug,2,20,5132,,1,1,1.0,21.1,30.92,,0.0,70.25,24.0,,0.0,14.07,14.7,0.8,7.88,6.53,4.91
Aug,2,21,5133,,1,1,1.0,18.9,30.55,,0.0,45.62,24.0,,0.0,8.62,14.7,0.8,7.88,6.53,4.91
Aug,2,22,5134,,1,1,0.77,20.6,30.95,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,23,5135,,1,1,0.77,20.0,30.81,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,2,24,5136,,1,1,0.77,18.3,30.58,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,1,5137,,1,1,0.77,17.2,30.37,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,2,5138,,1,1,0.77,17.2,30.23,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,3,5139,,1,1,0.77,17.8,30.14,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,4,5140,,1,1,0.77,15.6,29.84,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,5,5141,,1,1,0.77,17.2,29.82,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,6,5142,,1,1,0.77,16.7,29.65,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,7,5143,,1,1,1.0,19.4,29.27,,0.0,2.38,24.0,,0.0,0.46,14.7,0.8,7.88,6.53,4.91
Aug,3,8,5144,,1,1,1.0,21.7,29.69,,0.0,42.53,24.0,,0.0,8.65,14.7,0.8,7.88,6.53,4.91
Aug,3,9,5145,,1,1,1.0,23.9,30.03,,0.0,72.02,24.0,,0.0,15.53,14.7,0.8,7.88,6.53,4.91
Aug,3,10,5146,,1,1,1.0,26.7,30.52,,0.0,108.99,24.0,,0.0,25.23,14.7,0.8,7.88,6.53,4.91
Aug,3,11,5147,,1,1,1.0,28.3,30.94,,0.0,136.61,24.0,,0.0,32.92,14.7,0.8,7.88,6.53,4.91
Aug,3,12,5148,,1,1,1.0,30.0,31.36,,0.0,161.52,24.0,,0.0,40.69,14.7,0.8,7.88,6.53,4.91
Aug,3,13,5149,,1,1,1.0,31.1,31.74,,0.0,180.73,24.0,,0.0,46.74,14.7,0.8,7.88,6.53,4.91
Aug,3,14,5150,,1,1,1.0,31.7,32.11,,0.0,197.55,24.0,,0.0,49.87,14.7,0.8,7.88,6.53,4.91
Aug,3,15,5151,,1,1,1.0,32.2,32.39,,0.0,205.81,24.0,,0.0,50.49,14.7,0.8,7.88,6.53,4.91
Aug,3,16,5152,,1,1,1.0,32.8,32.69,,0.0,214.73,24.0,,0.0,51.26,14.7,0.8,7.88,6.53,4.91
Aug,3,17,5153,,1,1,1.0,32.8,32.88,,0.0,215.21,24.0,,0.0,51.26,14.7,0.8,7.88,6.53,4.91
Aug,3,18,5154,,1,1,1.0,31.7,32.92,,0.0,205.5,24.0,,0.0,49.87,14.7,0.8,7.88,6.53,4.91
Aug,3,19,5155,,1,1,1.0,28.3,32.61,,0.0,170.88,24.0,,0.0,41.17,14.7,0.8,7.88,6.53,4.91
Aug,3,20,5156,,1,1,1.0,26.7,32.44,,0.0,150.68,24.0,,0.0,34.88,14.7,0.8,7.88,6.53,4.91
Aug,3,21,5157,,1,1,1.0,26.1,32.37,,0.0,140.25,24.0,,0.0,32.0,14.7,0.8,7.88,6.53,4.91
Aug,3,22,5158,,1,1,0.77,25.6,32.45,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,23,5159,,1,1,0.77,25.0,32.38,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,3,24,5160,,1,1,0.77,24.4,32.3,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,4,1,5161,,1,1,0.77,22.2,32.08,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,4,2,5162,,1,1,0.77,20.6,31.87,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,4,3,5163,,1,1,0.77,18.9,31.63,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,4,4,5164,,1,1,0.77,18.9,31.5,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,4,5,5165,,1,1,0.77,20.6,31.51,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,4,6,5166,,1,1,0.77,20.0,31.37,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
Aug,4,7,5167,,1,1,1.0,22.2,31.03,,0.0,46.29,24.0,,0.0,9.54,14.7,0.8,7.88,6.53,4.91
Aug,4,8,5168,,1,1,1.0,23.9,31.4,,0.0,79.59,24.0,,0.0,17.16,14.7,0.8,7.88,6.53,4.91
Aug,4,9,5169,,1,1,1.0,26.7,31.82,,0.0,113.03,24.0,,0.0,26.17,14.7,0.8,7.88,6.53,4.91
Aug,4,10,5170,,1,1,1.0,29.4,32.29,,0.0,146.33,24.0,,0.0,36.28,14.7,0.8,7.88,6.53,4.91
Aug,4,11,5171,,1,1,1.0,29.4,32.47,,0.0,154.96,24.0,,0.0,38.42,14.7,0.8,7.88,6.53,4.91
Aug,4,12,5172,,1,1,1.0,30.0,32.74,,0.0,168.52,24.0,,0.0,42.45,14.7,0.8,7.88,6.53,4.91
Aug,4,13,5173,,1,1,1.0,31.1,33.08,,0.0,186.28,24.0,,0.0,48.18,14.7,0.8,7.88,6.53,4.91
Aug,4,14,5174,,1,1,1.0,31.1,33.3,,0.0,193.85,24.0,,0.0,49.14,14.7,0.8,7.88,6.53,4.91
Aug,4,15,5175,,1,1,1.0,32.2,33.63,,0.0,208.18,24.0,,0.0,50.49,14.7,0.8,7.88,6.53,4.91
Aug,4,16,5176,,1,1,1.0,31.7,33.79,,0.0,208.94,24.0,,0.0,49.87,14.7,0.8,7.88,6.53,4.91
Aug,4,17,5177,,1,1,1.0,31.7,33.89,,0.0,206.0,24.0,,0.0,49.87,14.7,0.8,7.88,6.53,4.91
Aug,4,18,5178,,1,1,1.0,30.0,33.76,,0.0,186.21,24.0,,0.0,46.9,14.7,0.8,7.88,6.53,4.91
Aug,4,19,5179,,1,1,1.0,27.8,33.55,,0.0,162.89,24.0,,0.0,38.75,14.7,0.8,7.88,6.53,4.91
Aug,4,20,5180,,1,1,1.0,27.2,33.47,,0.0,152.47,24.0,,0.0,35.73,14.7,0.8,7.88,6.53,4.91
Aug,4,21,5181,,1,1,1.0,26.7,33.4,,0.0,143.64,24.0,,0.0,33.25,14.7,0.8,7.88,6.53,4.91
Aug,4,22,5182,,1,1,0.77,25.6,33.44,,0.0,0.0,24.0,,0.0,0.0,0.0,0.61,6.04,6.53,3.76
